08_20_1 6 0.000416666666666667
08_20_2 3 0.000208333333333333
08_20_3 6 0.000416666666666667
08_20_4 5 0.000347222222222222
08_20_5 8 0.000555555555555556
08_20_6 9 0.000625
08_21_1 1 6.94444444444444e-05
08_21_2 5 0.000347222222222222
08_21_3 6 0.000416666666666667
08_21_4 6 0.000416666666666667
08_21_5 6 0.000416666666666667
08_21_6 4 0.000277777777777778
08_22_1 8 0.000555555555555556
08_22_2 9 0.000625
08_22_3 14 0.000972222222222222
08_22_4 7 0.000486111111111111
08_22_5 14 0.000972222222222222
08_22_6 8 0.000555555555555556
08_23_1 3 0.000208333333333333
08_23_2 5 0.000347222222222222
08_23_3 14 0.000972222222222222
08_23_4 20 0.00138888888888889
08_23_5 33 0.00229166666666667
08_23_6 35 0.00243055555555556
08_24_1 13 0.000902777777777778
08_24_2 21 0.00145833333333333
08_24_3 102 0.00708333333333333
08_24_4 174 0.0120833333333333
08_24_5 223 0.0154861111111111
08_24_6 204 0.0141666666666667
08_25_1 50 0.00347222222222222
08_25_2 84 0.00583333333333333
08_25_3 310 0.0215277777777778
08_25_4 393 0.0272916666666667
08_25_5 570 0.0395833333333333
08_25_6 523 0.0363194444444444
08_26_1 125 0.00868055555555556
08_26_2 128 0.00888888888888889
08_26_3 367 0.0254861111111111
08_26_4 357 0.0247916666666667
08_26_5 271 0.0188194444444444
08_26_6 266 0.0184722222222222
08_27_1 187 0.0129861111111111
08_27_2 223 0.0154861111111111
08_27_3 981 0.068125
08_27_4 1455 0.101041666666667
08_27_5 1556 0.108055555555556
08_27_6 1145 0.0795138888888889
08_28_1 487 0.0338194444444444
08_28_2 503 0.0349305555555556
08_28_3 1520 0.105555555555556
08_28_4 1831 0.127152777777778
08_28_5 1573 0.109236111111111
08_28_6 1354 0.0940277777777778
08_29_1 451 0.0313194444444444
08_29_2 563 0.0390972222222222
08_29_3 1552 0.107777777777778
08_29_4 1757 0.122013888888889
08_29_5 1582 0.109861111111111
08_29_6 1275 0.0885416666666667
08_30_1 520 0.0361111111111111
08_30_2 595 0.0413194444444444
08_30_3 1472 0.102222222222222
08_30_4 1534 0.106527777777778
08_30_5 1211 0.0840972222222222
08_30_6 1021 0.0709027777777778
08_31_1 291 0.0202083333333333
