08_20_1 71 0.00493055555555556
08_20_2 50 0.00347222222222222
08_20_3 156 0.0108333333333333
08_20_4 123 0.00854166666666667
08_20_5 176 0.0122222222222222
08_20_6 210 0.0145833333333333
08_21_1 54 0.00375
08_21_2 73 0.00506944444444444
08_21_3 149 0.0103472222222222
08_21_4 228 0.0158333333333333
08_21_5 214 0.0148611111111111
08_21_6 223 0.0154861111111111
08_22_1 103 0.00715277777777778
08_22_2 141 0.00979166666666667
08_22_3 270 0.01875
08_22_4 290 0.0201388888888889
08_22_5 342 0.02375
08_22_6 398 0.0276388888888889
08_23_1 74 0.00513888888888889
08_23_2 153 0.010625
08_23_3 400 0.0277777777777778
08_23_4 596 0.0413888888888889
08_23_5 660 0.0458333333333333
08_23_6 806 0.0559722222222222
08_24_1 241 0.0167361111111111
08_24_2 576 0.04
08_24_3 1924 0.133611111111111
08_24_4 3450 0.239583333333333
08_24_5 3765 0.261458333333333
08_24_6 3543 0.246041666666667
08_25_1 1023 0.0710416666666667
08_25_2 1744 0.121111111111111
08_25_3 5112 0.355
08_25_4 7192 0.499444444444444
08_25_5 11136 0.773333333333333
08_25_6 9648 0.67
08_26_1 2517 0.174791666666667
08_26_2 1973 0.137013888888889
08_26_3 5118 0.355416666666667
08_26_4 4301 0.298680555555556
08_26_5 3215 0.223263888888889
08_26_6 3780 0.2625
08_27_1 2414 0.167638888888889
08_27_2 2018 0.140138888888889
08_27_3 7681 0.533402777777778
08_27_4 8896 0.617777777777778
08_27_5 7678 0.533194444444444
08_27_6 5963 0.414097222222222
08_28_1 2136 0.148333333333333
08_28_2 2349 0.163125
08_28_3 6348 0.440833333333333
08_28_4 7492 0.520277777777778
08_28_5 7269 0.504791666666667
08_28_6 6195 0.430208333333333
08_29_1 1959 0.136041666666667
08_29_2 2503 0.173819444444444
08_29_3 6626 0.460138888888889
08_29_4 7241 0.502847222222222
08_29_5 6934 0.481527777777778
08_29_6 5308 0.368611111111111
08_30_1 1847 0.128263888888889
08_30_2 2566 0.178194444444444
08_30_3 5698 0.395694444444444
08_30_4 5360 0.372222222222222
08_30_5 4537 0.315069444444444
08_30_6 3820 0.265277777777778
08_31_1 1148 0.0797222222222222
08_31_2 1836 0.1275
08_31_3 4024 0.279444444444444
08_31_4 4431 0.307708333333333
08_31_5 4137 0.287291666666667
08_31_6 3143 0.218263888888889
09_01_1 917 0.0636805555555556
09_01_2 1423 0.0988194444444444
09_01_3 1542 0.107083333333333
09_01_4 3099 0.215208333333333
09_01_5 2524 0.175277777777778
09_01_6 3519 0.244375
09_02_1 589 0.0409027777777778
09_02_2 567 0.039375
09_02_3 1048 0.0727777777777778
09_02_4 2656 0.184444444444444
09_02_5 1976 0.137222222222222
09_02_6 2741 0.190347222222222
09_03_1 496 0.0344444444444444
09_03_2 520 0.0361111111111111
09_03_3 780 0.0541666666666667
09_03_4 1617 0.112291666666667
09_03_5 1640 0.113888888888889
09_03_6 2418 0.167916666666667
09_04_1 423 0.029375
09_04_2 519 0.0360416666666667
09_04_3 727 0.0504861111111111
09_04_4 1890 0.13125
09_04_5 3075 0.213541666666667
09_04_6 3429 0.238125
09_05_1 601 0.0417361111111111
09_05_2 1917 0.133125
09_05_3 2598 0.180416666666667
09_05_4 6123 0.425208333333333
09_05_5 6430 0.446527777777778
09_05_6 8432 0.585555555555556
09_06_1 1483 0.102986111111111
09_06_2 2530 0.175694444444444
09_06_3 3233 0.224513888888889
09_06_4 6507 0.451875
09_06_5 6760 0.469444444444444
09_06_6 8661 0.601458333333333
09_07_1 1252 0.0869444444444444
09_07_2 2130 0.147916666666667
09_07_3 2378 0.165138888888889
09_07_4 4985 0.346180555555556
09_07_5 5329 0.370069444444444
09_07_6 7639 0.530486111111111
09_08_1 2141 0.148680555555556
09_08_2 2525 0.175347222222222
09_08_3 2927 0.203263888888889
09_08_4 6438 0.447083333333333
09_08_5 5735 0.398263888888889
09_08_6 8170 0.567361111111111
09_09_1 1568 0.108888888888889
09_09_2 1980 0.1375
09_09_3 2488 0.172777777777778
09_09_4 5448 0.378333333333333
09_09_5 5742 0.39875
09_09_6 7711 0.535486111111111
09_10_1 1656 0.115
09_10_2 2387 0.165763888888889
09_10_3 3100 0.215277777777778
09_10_4 7330 0.509027777777778
09_10_5 6774 0.470416666666667
09_10_6 8990 0.624305555555556
09_11_1 1638 0.11375
09_11_2 2016 0.14
09_11_3 1979 0.137430555555556
09_11_4 3842 0.266805555555556
09_11_5 3242 0.225138888888889
09_11_6 4309 0.299236111111111
09_12_1 537 0.0372916666666667
09_12_2 880 0.0611111111111111
09_12_3 1016 0.0705555555555556
09_12_4 2072 0.143888888888889
09_12_5 2326 0.161527777777778
09_12_6 2909 0.202013888888889
09_13_1 375 0.0260416666666667
09_13_2 721 0.0500694444444444
09_13_3 706 0.0490277777777778
09_13_4 1568 0.108888888888889
09_13_5 1414 0.0981944444444444
09_13_6 1769 0.122847222222222
09_14_1 242 0.0168055555555556
09_14_2 493 0.0342361111111111
09_14_3 584 0.0405555555555556
09_14_4 1204 0.0836111111111111
09_14_5 1165 0.0809027777777778
09_14_6 1429 0.0992361111111111
09_15_1 195 0.0135416666666667
09_15_2 424 0.0294444444444444
09_15_3 450 0.03125
09_15_4 943 0.0654861111111111
09_15_5 931 0.0646527777777778
09_15_6 1177 0.0817361111111111
09_16_1 167 0.0115972222222222
09_16_2 249 0.0172916666666667
09_16_3 349 0.0242361111111111
09_16_4 731 0.0507638888888889
09_16_5 799 0.0554861111111111
09_16_6 1064 0.0738888888888889
09_17_1 175 0.0121527777777778
09_17_2 241 0.0167361111111111
09_17_3 296 0.0205555555555556
09_17_4 703 0.0488194444444444
09_17_5 843 0.0585416666666667
09_17_6 1036 0.0719444444444444
09_18_1 178 0.0123611111111111
09_18_2 477 0.033125
09_18_3 474 0.0329166666666667
09_18_4 1064 0.0738888888888889
09_18_5 2007 0.139375
09_18_6 2305 0.160069444444444
09_19_1 386 0.0268055555555556
09_19_2 763 0.0529861111111111
09_19_3 700 0.0486111111111111
09_19_4 1321 0.0917361111111111
09_19_5 1612 0.111944444444444
09_19_6 2129 0.147847222222222
09_20_1 428 0.0297222222222222
09_20_2 962 0.0668055555555556
09_20_3 737 0.0511805555555556
09_20_4 1402 0.0973611111111111
09_20_5 1177 0.0817361111111111
09_20_6 1651 0.114652777777778
