09_21_1 255 0.0177083333333333
09_21_2 497 0.0345138888888889
09_21_3 452 0.0313888888888889
09_21_4 948 0.0658333333333333
09_21_5 833 0.0578472222222222
09_21_6 1044 0.0725
09_22_1 166 0.0115277777777778
09_22_2 311 0.0215972222222222
09_22_3 369 0.025625
09_22_4 758 0.0526388888888889
09_22_5 722 0.0501388888888889
09_22_6 960 0.0666666666666667
09_23_1 155 0.0107638888888889
09_23_2 190 0.0131944444444444
09_23_3 271 0.0188194444444444
09_23_4 643 0.0446527777777778
09_23_5 622 0.0431944444444444
09_23_6 770 0.0534722222222222
09_24_1 175 0.0121527777777778
09_24_2 193 0.0134027777777778
09_24_3 284 0.0197222222222222
09_24_4 516 0.0358333333333333
09_24_5 596 0.0413888888888889
09_24_6 707 0.0490972222222222
09_25_1 145 0.0100694444444444
09_25_2 235 0.0163194444444444
09_25_3 284 0.0197222222222222
09_25_4 692 0.0480555555555556
09_25_5 622 0.0431944444444444
09_25_6 956 0.0663888888888889
09_26_1 147 0.0102083333333333
09_26_2 288 0.02
09_26_3 319 0.0221527777777778
09_26_4 750 0.0520833333333333
09_26_5 623 0.0432638888888889
09_26_6 885 0.0614583333333333
09_27_1 123 0.00854166666666667
09_27_2 245 0.0170138888888889
09_27_3 276 0.0191666666666667
09_27_4 624 0.0433333333333333
09_27_5 625 0.0434027777777778
09_27_6 854 0.0593055555555556
09_28_1 127 0.00881944444444444
09_28_2 268 0.0186111111111111
09_28_3 294 0.0204166666666667
09_28_4 568 0.0394444444444444
09_28_5 535 0.0371527777777778
09_28_6 745 0.0517361111111111
09_29_1 111 0.00770833333333333
09_29_2 217 0.0150694444444444
09_29_3 257 0.0178472222222222
09_29_4 652 0.0452777777777778
09_29_5 588 0.0408333333333333
09_29_6 750 0.0520833333333333
09_30_1 136 0.00944444444444444
09_30_2 262 0.0181944444444444
09_30_3 422 0.0293055555555556
09_30_4 777 0.0539583333333333
09_30_5 616 0.0427777777777778
09_30_6 895 0.0621527777777778
